Anlage_Energieträger,Anlagentyp,Leistung [kW],Anlage_Inbetriebnahme,Anlage_PLZ,Anlage_Ort,Anlage_Kanton
Photovoltaik,Angebaute Anlage,34.2,06.12.11,2718,Lajoux,JU
Photovoltaik,Angebaute Anlage,34.2,18.03.14,4952,Eriswil,BE
Photovoltaik,Integrierte Anlage,34.2,20.06.14,1659,Rougemont,VD
Photovoltaik,Angebaute Anlage,34.3,30.01.09,9200,Gossau,SG
Photovoltaik,Angebaute Anlage,34.3,16.02.12,4144,Arlesheim,BL
Photovoltaik,Angebaute Anlage,34.3,21.09.11,7443,Pignia,GR
Photovoltaik,Angebaute Anlage,34.3,24.04.08,9477,Trübbach,SG
Photovoltaik,Angebaute Anlage,34.3,28.04.14,6030,Ebikon,LU
Photovoltaik,Angebaute Anlage,34.3,17.10.12,8962,Bergdietikon,AG
Photovoltaik,Angebaute Anlage,34.3,06.12.11,7554,Sent,GR
Photovoltaik,Angebaute Anlage,34.3,01.06.16,6245,Ebersecken,LU
Photovoltaik,Integrierte Anlage,34.4,15.12.12,6163,Ebnet,LU
Photovoltaik,Integrierte Anlage,34.4,24.11.11,5604,Hendschiken,AG
Photovoltaik,Integrierte Anlage,34.4,12.08.11,6163,Ebnet,LU
Photovoltaik,Integrierte Anlage,34.4,22.01.13,5622,Waltenschwil,AG
Photovoltaik,Angebaute Anlage,34.5,19.09.16,6243,Egolzwil,LU
Photovoltaik,Angebaute Anlage,34.5,11.09.14,3006,Bern,BE
Photovoltaik,Integrierte Anlage,34.5,05.12.11,4052,Basel,BS
Photovoltaik,Angebaute Anlage,34.5,08.12.11,4314,Zeiningen,AG
Photovoltaik,Angebaute Anlage,34.6,28.09.12,6152,Hüswil,LU
Photovoltaik,Integrierte Anlage,34.6,05.03.12,9113,Degersheim,SG
Photovoltaik,Angebaute Anlage,34.6,16.07.15,6289,Hämikon,LU
Photovoltaik,Angebaute Anlage,34.6,03.10.07,4410,Liestal,BL
Photovoltaik,Angebaute Anlage,34.6,05.12.12,5625,Kallern,AG
Photovoltaik,Angebaute Anlage,34.6,23.02.12,6221,Rickenbach,LU
Photovoltaik,Angebaute Anlage,34.6,05.12.11,8055,Zürich,ZH
Photovoltaik,Angebaute Anlage,34.6,05.12.11,8055,Zürich,ZH
Photovoltaik,Angebaute Anlage,34.6,25.01.11,3714,Frutigen,BE
Photovoltaik,Integrierte Anlage,34.6,22.09.12,3600,Thun,BE
Photovoltaik,Integrierte Anlage,34.6,25.06.10,9478,Azmoos,SG
Photovoltaik,Integrierte Anlage,34.6,12.04.10,3096,Oberbalm,BE
Photovoltaik,Angebaute Anlage,34.7,18.10.11,8932,Mettmenstetten,ZH
Photovoltaik,Angebaute Anlage,34.7,24.02.11,6002,Luzern,LU
Photovoltaik,Angebaute Anlage,34.7,19.12.13,5324,Full-Reuenthal,AG
Photovoltaik,Angebaute Anlage,34.7,25.11.09,9015,St.Gallen,SG
Photovoltaik,Integrierte Anlage,34.7,30.12.13,8274,Taegerwilen,TG
Photovoltaik,Integrierte Anlage,34.7,11.12.13,4952,Eriswil,BE
Photovoltaik,Angebaute Anlage,34.8,22.11.12,3624,Schwendibach,BE
Photovoltaik,Angebaute Anlage,34.8,26.01.12,6204,Sempach,LU
Photovoltaik,Integrierte Anlage,34.8,26.11.11,3303,Jegenstorf,BE
Photovoltaik,Integrierte Anlage,34.9,27.02.12,1525,Seigneux,VD
Photovoltaik,Integrierte Anlage,34.9,12.10.12,6162,Finsterwald,LU
Photovoltaik,Angebaute Anlage,35,12.03.15,6153,Ufhusen,LU
Photovoltaik,Angebaute Anlage,35,22.03.17,6300,Zug,ZG
Photovoltaik,Angebaute Anlage,35,22.02.17,8223,Guntmadingen,SH
Photovoltaik,Integrierte Anlage,35,28.10.13,4058,Basel,BS
Photovoltaik,Integrierte Anlage,35,28.10.13,4058,Basel,BS
Photovoltaik,Angebaute Anlage,35,20.07.11,4144,Arlesheim,BL
Photovoltaik,Angebaute Anlage,35,17.03.10,1227,Carouge,GE
Photovoltaik,Integrierte Anlage,35,25.06.13,6276,Hohenrain,LU
Photovoltaik,Angebaute Anlage,35.1,30.05.12,6162,Finsterwald,LU
Photovoltaik,Angebaute Anlage,35.1,19.12.13,1209,Genève,GE
Photovoltaik,Angebaute Anlage,35.1,14.09.09,5612,Villmergen,AG
Photovoltaik,Angebaute Anlage,35.1,30.09.15,6022,Grosswangen,LU
Photovoltaik,Angebaute Anlage,35.1,19.09.15,8843,Oberiberg,SZ
Photovoltaik,Angebaute Anlage,35.1,23.03.15,3413,Kaltacker,BE
Photovoltaik,Angebaute Anlage,35.2,14.07.15,4127,Birsfelden,BL
Photovoltaik,Angebaute Anlage,35.2,14.07.15,4127,Birsfelden,BL
Photovoltaik,Angebaute Anlage,35.2,24.02.12,1860,Aigle,VD
Photovoltaik,Integrierte Anlage,35.2,21.12.12,1305,Penthalaz,VD
Photovoltaik,Integrierte Anlage,35.2,16.12.10,4634,Wisen,SO
Photovoltaik,Angebaute Anlage,35.3,22.12.10,1005,Lausanne,VD
Photovoltaik,Angebaute Anlage,35.3,25.09.15,6274,Eschenbach,LU
Photovoltaik,Integrierte Anlage,35.3,15.12.11,1696,Vuisternens-en-Ogoz,FR
Photovoltaik,Angebaute Anlage,35.3,20.06.12,9205,Waldkirch,SG
Photovoltaik,Angebaute Anlage,35.3,23.04.13,6014,Littau,LU
Photovoltaik,Angebaute Anlage,35.3,27.05.09,2560,Nidau,BE
Photovoltaik,Integrierte Anlage,35.3,27.07.12,8590,Romanshorn,TG
Photovoltaik,Angebaute Anlage,35.3,03.10.14,1217,Meyrin,GE
Photovoltaik,Angebaute Anlage,35.4,23.09.15,6286,Altwis,LU
Photovoltaik,Angebaute Anlage,35.4,09.06.12,6123,Geiss,LU
Photovoltaik,Integrierte Anlage,35.4,28.02.12,8217,Wilchingen,SH
Photovoltaik,Angebaute Anlage,35.5,27.03.06,6032,Emmen,LU
Photovoltaik,Angebaute Anlage,35.6,29.06.15,6030,Ebikon,LU
Photovoltaik,Angebaute Anlage,35.6,20.11.13,8055,Zürich,ZH
Photovoltaik,Angebaute Anlage,35.6,01.06.17,8200,Schaffhausen,SH
Photovoltaik,Angebaute Anlage,35.7,16.04.10,5037,Muhen,AG
Photovoltaik,Angebaute Anlage,35.7,27.11.14,3063,Ittigen,BE
Photovoltaik,Angebaute Anlage,35.7,29.02.12,4628,Wolfwil,SO
Photovoltaik,Angebaute Anlage,35.7,18.03.15,3770,Zweisimmen,BE
Photovoltaik,Angebaute Anlage,35.8,15.03.17,6284,Gelfingen,LU
Photovoltaik,Angebaute Anlage,35.8,07.07.11,4466,Ormalingen,BL
Photovoltaik,Integrierte Anlage,35.9,17.10.11,1000,Lausanne,VD
Photovoltaik,Angebaute Anlage,35.9,04.11.13,5600,Lenzburg,AG
Photovoltaik,Angebaute Anlage,35.9,06.08.10,8630,Rüti,ZH
Photovoltaik,Angebaute Anlage,36,22.12.10,8476,Unterstammheim,ZH
Photovoltaik,Angebaute Anlage,36,18.04.08,9477,Trübbach,SG
Photovoltaik,Angebaute Anlage,36,30.06.13,9323,Steinach,SG
Photovoltaik,Integrierte Anlage,36,22.11.13,6025,Neudorf,LU
Photovoltaik,Angebaute Anlage,36,06.05.11,4554,Etziken,SO
Photovoltaik,Integrierte Anlage,36,23.09.11,1244,Choulex,GE
Photovoltaik,Integrierte Anlage,36,11.09.12,7741,San Carlo,GR
Photovoltaik,Angebaute Anlage,36,08.11.11,5064,Wittnau,AG
Photovoltaik,Angebaute Anlage,36,17.03.17,8621,Wetzikon,ZH
Photovoltaik,Angebaute Anlage,36,18.09.17,2802,Develier,JU
Photovoltaik,Integrierte Anlage,36.1,25.09.09,9472,Grabs,SG
Photovoltaik,Integrierte Anlage,36.1,16.11.11,6170,Schüpfheim,LU
Photovoltaik,Angebaute Anlage,36.2,05.10.11,3465,Dürrenroth,BE
Photovoltaik,Angebaute Anlage,36.2,15.11.11,7050,Arosa,GR
Photovoltaik,Integrierte Anlage,36.2,21.12.10,3184,Wünnewil,FR
Photovoltaik,Integrierte Anlage,36.2,21.10.13,6022,Grosswangen,LU
Photovoltaik,Angebaute Anlage,36.2,25.09.12,6221,Rickenbach,LU
Photovoltaik,Angebaute Anlage,36.3,29.09.17,4133,Pratteln,BL
Photovoltaik,Angebaute Anlage,36.4,21.12.07,9470,Buchs,SG
Photovoltaik,Angebaute Anlage,36.4,17.12.13,2316,Les Ponts de Martel,NE
Photovoltaik,Angebaute Anlage,36.4,23.04.14,3777,Saanenmöser,BE
Photovoltaik,Angebaute Anlage,36.4,28.03.14,1443,Champvent,VD
Photovoltaik,Angebaute Anlage,36.4,01.02.12,5600,Lenzburg,AG
Photovoltaik,Integrierte Anlage,36.5,21.12.11,3453,Heimisbach,BE
Photovoltaik,Freistehende Anlage,36.5,30.09.11,6442,Gersau,SZ
Photovoltaik,Angebaute Anlage,36.5,09.12.10,8308,Illnau,ZH
Photovoltaik,Angebaute Anlage,36.5,21.12.12,7272,Davos Clavadel,GR
Photovoltaik,Integrierte Anlage,36.6,02.11.11,8847,Egg,SZ
Photovoltaik,Angebaute Anlage,36.7,03.03.15,5063,Wölflinswil,AG
Photovoltaik,Integrierte Anlage,36.7,22.06.11,4704,Wolfisberg,BE
Photovoltaik,Angebaute Anlage,36.7,28.09.12,6500,Bellinzona,TI
Photovoltaik,Angebaute Anlage,36.7,19.04.17,8706,Meilen,ZH
Photovoltaik,Angebaute Anlage,36.8,06.12.11,7106,Tenna,GR
Photovoltaik,Angebaute Anlage,36.8,11.06.13,3282,Bargen,BE
Photovoltaik,Angebaute Anlage,36.8,21.11.12,1512,Chavannes sur Moudon,VD
Photovoltaik,Angebaute Anlage,36.9,30.08.12,5046,Schmiedrued,AG
Photovoltaik,Angebaute Anlage,36.9,09.06.11,3986,Ried-Mörel,VS
Photovoltaik,Angebaute Anlage,37,09.02.11,1180,Rolle,VD
Photovoltaik,Angebaute Anlage,37,15.01.10,8810,Horgen,ZH
Photovoltaik,Angebaute Anlage,37,12.11.12,5056,Attelwil,AG
Photovoltaik,Angebaute Anlage,37,09.09.11,6103,Schwarzenberg,LU
Photovoltaik,Integrierte Anlage,37.1,30.08.09,1041,Poliez-Le-Grand,VD
Photovoltaik,Angebaute Anlage,37.1,30.03.16,4524,Günsberg,SO
Photovoltaik,Angebaute Anlage,37.2,14.06.10,8967,Widen,AG
Photovoltaik,Integrierte Anlage,37.2,11.07.08,7226,Stels,GR
Photovoltaik,Angebaute Anlage,37.3,15.01.15,7106,Tenna,GR
Photovoltaik,Angebaute Anlage,37.4,23.12.11,9240,Uzwil,SG
Photovoltaik,Integrierte Anlage,37.4,22.12.11,4107,Ettingen,BL
Photovoltaik,Angebaute Anlage,37.7,29.07.08,9525,Lenggenwil,SG
Photovoltaik,Angebaute Anlage,37.7,20.10.12,8755,Ennenda,GL
Photovoltaik,Integrierte Anlage,37.8,15.07.11,4536,Attiswil,BE
Photovoltaik,Angebaute Anlage,37.8,31.05.10,3800,Interlaken,BE
Photovoltaik,Angebaute Anlage,37.8,27.07.12,8590,Romanshorn,TG
Photovoltaik,Angebaute Anlage,37.8,15.10.10,4020,Basel,BS
Photovoltaik,Angebaute Anlage,37.8,24.05.12,8508,Homburg,TG
Photovoltaik,Angebaute Anlage,37.9,28.09.12,3550,Langnau,BE
Photovoltaik,Angebaute Anlage,38,22.09.12,1870,Monthey,VS
Photovoltaik,Angebaute Anlage,38,23.10.14,6017,Ruswil,LU
Photovoltaik,Angebaute Anlage,38,21.12.11,3303,Jegenstorf,BE
Photovoltaik,Angebaute Anlage,38.1,07.05.12,2054,Chézard-Saint-Martin,NE
Photovoltaik,Angebaute Anlage,38.3,29.06.15,6030,Ebikon,LU
Photovoltaik,Angebaute Anlage,38.3,30.09.15,6208,Oberkirch,LU
Photovoltaik,Angebaute Anlage,38.4,11.05.12,2747,Seehof,BE
Photovoltaik,Integrierte Anlage,38.4,10.12.10,7106,Tenna,GR
Photovoltaik,Angebaute Anlage,38.4,22.12.11,7492,Alvaneu Dorf,GR
Photovoltaik,Integrierte Anlage,38.5,12.12.09,5503,Schafisheim,AG
Photovoltaik,Angebaute Anlage,38.5,02.12.13,6205,Eich,LU
Photovoltaik,Angebaute Anlage,38.5,25.03.15,3303,Jegenstorf,BE
Photovoltaik,Integrierte Anlage,38.6,04.03.12,4938,Rohrbachgraben,BE
Photovoltaik,Angebaute Anlage,38.6,05.11.10,5053,Staffelbach,AG
Photovoltaik,Angebaute Anlage,38.6,16.08.11,5085,Sulz,AG
Photovoltaik,Angebaute Anlage,38.7,20.05.11,8416,Flaach,ZH
Photovoltaik,Angebaute Anlage,38.7,18.09.12,8055,Zürich,ZH
Photovoltaik,Integrierte Anlage,38.8,05.12.11,1762,Givisiez,FR
Photovoltaik,Angebaute Anlage,38.9,20.11.14,3365,Seeberg,BE
Photovoltaik,Angebaute Anlage,38.9,14.11.11,8844,Euthal,SZ
Photovoltaik,Angebaute Anlage,38.9,21.11.11,8753,Mollis,GL
Photovoltaik,Angebaute Anlage,39,18.05.15,7243,Pany,GR
Photovoltaik,Integrierte Anlage,39.1,20.12.12,5630,Muri,AG
Photovoltaik,Angebaute Anlage,39.1,10.08.11,3315,Kräiligen,BE
Photovoltaik,Angebaute Anlage,39.2,01.07.10,6204,Sempach,LU
Photovoltaik,Angebaute Anlage,39.3,01.02.16,6317,Oberwil bei Zug,ZG
Photovoltaik,Angebaute Anlage,39.4,31.07.12,6084,Hasliberg Wasserwendi,BE
Photovoltaik,Integrierte Anlage,39.5,04.11.11,3184,Wünnewil,FR
Photovoltaik,Angebaute Anlage,39.5,22.10.10,6216,Mauensee,LU
Photovoltaik,Angebaute Anlage,39.5,11.10.13,8413,Neftenbach,ZH
Photovoltaik,Angebaute Anlage,39.5,27.09.11,8753,Mollis,GL
Photovoltaik,Angebaute Anlage,39.5,23.09.15,6214,Schenkon,LU
Photovoltaik,Angebaute Anlage,39.6,09.02.09,9512,Rossrüti,SG
Photovoltaik,Integrierte Anlage,39.6,11.10.11,9127,St. Peterzell,SG
Photovoltaik,Angebaute Anlage,39.6,03.12.06,1004,Lausanne,VD
Photovoltaik,Angebaute Anlage,39.6,04.08.09,4056,Basel,BS
Photovoltaik,Angebaute Anlage,39.7,19.03.15,5725,Leutwil,AG
Photovoltaik,Angebaute Anlage,39.7,23.12.11,5334,Böbikon,AG
Photovoltaik,Angebaute Anlage,39.7,09.12.11,6340,Baar,ZG
Photovoltaik,Angebaute Anlage,39.9,30.03.15,9464,Lienz,SG
Photovoltaik,Angebaute Anlage,40,27.12.11,3988,Obergesteln,VS
Photovoltaik,Angebaute Anlage,40,09.07.13,9608,Ganterschwil,SG
Photovoltaik,Angebaute Anlage,40,18.10.14,2300,La Chaux-de-Fonds,NE
Photovoltaik,Angebaute Anlage,40,05.11.15,9466,Sennwald,SG
Photovoltaik,Freistehende Anlage,40,30.09.12,9054,Haslen,AI
Photovoltaik,Angebaute Anlage,40,12.12.11,3203,Mühleberg,BE
Photovoltaik,Angebaute Anlage,40.1,17.05.11,6162,Finsterwald bei Entlebuch,LU
Photovoltaik,Integrierte Anlage,40.2,28.12.11,9314,Steinebrunn,TG
Photovoltaik,Angebaute Anlage,40.2,27.11.09,4053,Basel,BS
Photovoltaik,Angebaute Anlage,40.3,21.12.10,8554,Müllheim,TG
Photovoltaik,Angebaute Anlage,40.3,29.12.11,5027,Herznach,AG
Photovoltaik,Angebaute Anlage,40.3,29.03.17,3671,Herbligen,BE
Photovoltaik,Angebaute Anlage,40.3,09.09.14,3150,Schwarzenburg,BE
Photovoltaik,Integrierte Anlage,40.3,28.09.12,9411,Reute,AR
Photovoltaik,Angebaute Anlage,40.3,29.01.15,8127,Scheuren - Forch,ZH
Photovoltaik,Angebaute Anlage,40.3,07.11.11,4410,Liestal,BL
Photovoltaik,Angebaute Anlage,40.4,30.11.11,4916,Untersteckholz,BE
Photovoltaik,Angebaute Anlage,40.4,26.03.15,9032,Engelburg,SG
Photovoltaik,Integrierte Anlage,40.5,27.11.07,5503,Schafisheim,AG
Photovoltaik,Angebaute Anlage,40.5,17.11.11,8330,Pfäffikon,ZH
Photovoltaik,Integrierte Anlage,40.5,09.12.13,8570,Weinfelden,TG
Photovoltaik,Angebaute Anlage,40.5,21.02.14,5406,Rütihof,AG
Photovoltaik,Angebaute Anlage,40.5,28.11.11,1028,Préverenges,VD
Photovoltaik,Angebaute Anlage,40.5,03.10.14,7232,Furna,GR
Photovoltaik,Angebaute Anlage,40.6,22.12.11,4114,Hofstetten,SO
Photovoltaik,Angebaute Anlage,40.6,09.12.13,9643,Krummenau,SG
Photovoltaik,Integrierte Anlage,40.7,20.08.15,3113,Rubigen,BE
Photovoltaik,Angebaute Anlage,40.8,14.11.11,8223,Guntmadingen,SH
Photovoltaik,Angebaute Anlage,41,23.06.08,6343,Rotkreuz,ZG
Photovoltaik,Angebaute Anlage,41,23.09.11,3553,Gohl,BE
Photovoltaik,Angebaute Anlage,41,10.11.11,4125,Riehen,BS
Photovoltaik,Integrierte Anlage,41,14.07.08,3049,Säriswil,BE
Photovoltaik,Angebaute Anlage,41,13.12.11,6162,Entlebuch,LU
Photovoltaik,Angebaute Anlage,41.1,09.09.15,1752,Villars-sur-Glâne,FR
Photovoltaik,Angebaute Anlage,41.1,26.03.15,1723,Pierrafortscha,FR
Photovoltaik,Angebaute Anlage,41.1,21.12.10,7250,Klosters,GR
Photovoltaik,Angebaute Anlage,41.1,08.06.10,8280,Kreuzlingen,TG
Photovoltaik,Angebaute Anlage,41.3,02.11.11,3210,Kerzers,FR
Photovoltaik,Angebaute Anlage,41.3,11.10.13,6600,Locarno,TI
Photovoltaik,Angebaute Anlage,41.3,08.10.13,8514,Griesenberg,TG
Photovoltaik,Angebaute Anlage,41.3,26.02.15,9630,Wattwil,SG
Photovoltaik,Angebaute Anlage,41.4,08.11.10,8964,Rudolfstetten,AG
Photovoltaik,Angebaute Anlage,41.4,10.12.10,7550,Scuol,GR
Photovoltaik,Angebaute Anlage,41.4,18.09.12,8055,Zürich,ZH
Photovoltaik,Angebaute Anlage,41.4,18.09.12,8055,Zürich,ZH
Photovoltaik,Angebaute Anlage,41.4,22.07.11,3754,Diemtigen,BE
Photovoltaik,Angebaute Anlage,41.4,03.11.11,8620,Wetzikon,ZH
Photovoltaik,Integrierte Anlage,41.5,27.09.16,3317,Limpach,BE
Photovoltaik,Angebaute Anlage,41.5,18.06.13,6055,Alpnach Dorf,OW
Photovoltaik,Integrierte Anlage,41.6,03.12.11,8932,Mettmenstetten,ZH
Photovoltaik,Angebaute Anlage,41.6,16.09.15,6276,Hohenrain,LU
Photovoltaik,Angebaute Anlage,41.6,06.12.13,8412,Aesch bei Neftenbach,ZH
Photovoltaik,Integrierte Anlage,41.8,24.08.11,6430,Schwyz,SZ
Photovoltaik,Angebaute Anlage,41.8,12.01.10,1007,Lausanne,VD
Photovoltaik,Integrierte Anlage,41.8,27.06.12,3313,Büren zum Hof,BE
Photovoltaik,Angebaute Anlage,41.8,18.03.15,9525,Lenggenwil,SG
Photovoltaik,Integrierte Anlage,41.8,01.12.08,3034,Murzelen,BE
Photovoltaik,Integrierte Anlage,41.9,29.10.09,1242,Satigny,GE
Photovoltaik,Integrierte Anlage,41.9,12.10.11,3076,Worb,BE
Photovoltaik,Angebaute Anlage,41.9,19.12.12,4232,Fehren,SO
Photovoltaik,Angebaute Anlage,42,13.12.12,8580,Amriswil,TG
Photovoltaik,Angebaute Anlage,42,27.11.12,1055,Froideville,VD
Photovoltaik,Angebaute Anlage,42,05.11.14,6030,Ebikon,LU
Photovoltaik,Integrierte Anlage,42.1,20.09.12,8162,Sünikon,ZH
Photovoltaik,Integrierte Anlage,42.2,09.02.11,6276,Hohenrain,LU
Photovoltaik,Angebaute Anlage,42.2,03.05.12,4562,Biberist,SO
Photovoltaik,Angebaute Anlage,42.3,28.02.12,7203,Trimmis,GR
Photovoltaik,Angebaute Anlage,42.3,18.09.10,7000,Chur,GR
Photovoltaik,Angebaute Anlage,42.4,20.08.14,1147,Montricher,VD
Photovoltaik,Angebaute Anlage,42.5,24.02.12,4512,Bellach,SO
Photovoltaik,Angebaute Anlage,42.5,20.07.12,8374,Dussnang,TG
Photovoltaik,Angebaute Anlage,42.5,13.05.13,6300,Zug,ZG
Photovoltaik,Angebaute Anlage,42.6,22.12.11,4533,Riedholz,SO
Photovoltaik,Integrierte Anlage,42.6,23.11.11,3531,Oberthal,BE
Photovoltaik,Angebaute Anlage,42.6,15.10.13,3123,Belp,BE
Photovoltaik,Integrierte Anlage,42.6,20.07.12,6264,Pfaffnau,LU
Photovoltaik,Angebaute Anlage,42.7,30.04.08,9472,Grabs,SG
Photovoltaik,Angebaute Anlage,42.8,02.02.09,8561,Ottoberg,TG
Photovoltaik,Angebaute Anlage,42.8,02.02.09,8561,Ottoberg,TG
Photovoltaik,Integrierte Anlage,42.9,15.12.11,7433,Lohn,GR
Photovoltaik,Angebaute Anlage,42.9,03.11.11,8908,Hedingen,ZH
Photovoltaik,Integrierte Anlage,42.9,09.08.12,7433,Mathon,GR
Photovoltaik,Angebaute Anlage,42.9,07.06.10,9320,Arbon,TG
Photovoltaik,Angebaute Anlage,42.9,23.12.14,6064,Kerns,OW
Photovoltaik,Integrierte Anlage,43,16.12.13,3780,Gstaad,BE
Photovoltaik,Integrierte Anlage,43,22.08.13,3038,Kirchlindach,BE
Photovoltaik,Angebaute Anlage,43,18.12.12,6438,Ibach,SZ
Photovoltaik,Angebaute Anlage,43.1,21.12.12,1564,Domdidier,FR
Photovoltaik,Angebaute Anlage,43.1,27.09.10,5027,Herznach,AG
Photovoltaik,Angebaute Anlage,43.1,30.08.11,3414,Oberburg,BE
Photovoltaik,Angebaute Anlage,43.1,19.11.14,3557,Fankhaus,BE
Photovoltaik,Angebaute Anlage,43.1,05.12.11,4538,Oberbipp,BE
Photovoltaik,Angebaute Anlage,43.1,28.06.16,3454,Sumiswald,BE
Photovoltaik,Angebaute Anlage,43.2,26.01.07,8280,Kreuzlingen,TG
Photovoltaik,Integrierte Anlage,43.2,20.08.13,3452,Grünenmatt,BE
Photovoltaik,Angebaute Anlage,43.2,30.07.12,4468,Kienberg,SO
Photovoltaik,Integrierte Anlage,43.3,25.09.15,8915,Hausen am Albis,ZH
Photovoltaik,Angebaute Anlage,43.3,05.12.13,7745,Li Curt,GR
Photovoltaik,Angebaute Anlage,43.3,22.09.11,4950,Huttwil,BE
Photovoltaik,Integrierte Anlage,43.4,08.05.12,3076,Worb,BE
Photovoltaik,Angebaute Anlage,43.4,10.11.10,3272,Walperswil,BE
Photovoltaik,Angebaute Anlage,43.4,18.09.09,9200,Gossau,SG
Photovoltaik,Angebaute Anlage,43.5,04.11.11,3035,Frieswil,BE
Photovoltaik,Integrierte Anlage,43.6,26.10.11,8112,Otelfingen,ZH
Photovoltaik,Angebaute Anlage,43.6,08.10.13,7130,Ilanz,GR
Photovoltaik,Angebaute Anlage,43.7,09.07.10,3366,Bettenhausen,BE
Photovoltaik,Integrierte Anlage,43.7,30.09.12,3556,Trub,BE
Photovoltaik,Angebaute Anlage,43.7,19.03.15,8231,Hemmental,SH
Photovoltaik,Angebaute Anlage,43.7,16.09.16,6233,Büron,LU
Photovoltaik,Integrierte Anlage,43.7,01.05.09,1346,Les Bioux,VD
Photovoltaik,Angebaute Anlage,43.7,16.11.11,8174,Stadel,ZH
Photovoltaik,Angebaute Anlage,43.7,24.08.12,9555,Tobel,TG
Photovoltaik,Angebaute Anlage,43.7,27.03.15,9225,Wilen-Gottshaus,TG
Photovoltaik,Integrierte Anlage,43.7,31.10.11,8856,Tuggen,SZ
Photovoltaik,Integrierte Anlage,43.8,03.09.12,1031,Mex,VD
Photovoltaik,Integrierte Anlage,43.9,13.07.10,8133,Esslingen,ZH
Photovoltaik,Angebaute Anlage,43.9,04.10.10,4053,Basel,BS
Photovoltaik,Angebaute Anlage,43.9,20.09.16,6018,Buttisholz,LU
Photovoltaik,Angebaute Anlage,44,27.09.17,9442,Berneck,SG
Photovoltaik,Angebaute Anlage,44,14.12.12,1870,Monthey,VS
Photovoltaik,Angebaute Anlage,44,12.06.12,6162,Entlebuch,LU
Photovoltaik,Angebaute Anlage,44,23.09.11,6402,Merlischachen,SZ
Photovoltaik,Angebaute Anlage,44.1,23.04.09,9556,Affeltrangen,TG
Photovoltaik,Angebaute Anlage,44.1,05.02.10,1020,Renens,VD
Photovoltaik,Angebaute Anlage,44.2,23.11.11,9450,Altstätten,SG
Photovoltaik,Integrierte Anlage,44.2,21.12.11,3313,Büren zum Hof,BE
Photovoltaik,Integrierte Anlage,44.3,13.12.11,6170,Schüpfheim,LU
Photovoltaik,Angebaute Anlage,44.3,10.10.12,9630,Wattwil,SG
Photovoltaik,Angebaute Anlage,44.3,22.12.11,3204,Rosshäusern,BE
Photovoltaik,Angebaute Anlage,44.4,19.11.15,3613,Steffisburg,BE
Photovoltaik,Angebaute Anlage,44.4,30.05.08,9326,Horn,TG
Photovoltaik,Angebaute Anlage,44.4,06.04.11,4132,Muttenz,BL
Photovoltaik,Integrierte Anlage,44.4,28.11.11,7482,Stuls/Stugl,GR
Photovoltaik,Angebaute Anlage,44.5,28.09.15,9621,Oberhelfenschwil,SG
Photovoltaik,Angebaute Anlage,44.5,25.09.15,5075,Hornussen,AG
